subject,run,channel,correlation_with_64_channel_mean_trace,leave_one_out_reference_std_change_fraction,stored_total_power_1_45_hz_uV2,average_reference_total_power_1_45_hz_uV2,average_to_stored_power_ratio,average_to_stored_power_change_db
1,6,FC5,0.9308838403718558,0.0072476087993065255,1504.9660207609056,306.6641524550593,0.2037681570378652,-6.908636824651982
1,6,FC3,0.9576944134350601,0.006394185632272108,1700.839558973101,276.7849584346007,0.1627343137536808,-7.885208631501833
1,6,FC1,0.9542778289057888,0.006468377484244028,1791.0822581793698,304.7375300443087,0.17014156030671287,-7.691895887552364
1,6,FCz,0.9303002300827362,0.007587609848050637,1813.1448898549547,395.1081668067417,0.21791317892876666,-6.6171650374656865
1,6,FC2,0.9459157165712678,0.006319046276685576,1696.0192977045115,308.8279522017593,0.18208988106429244,-7.397141877583177
1,6,FC4,0.944705386956583,0.005505081792093234,1379.1578486856597,257.7549539565365,0.18689300445353482,-7.284069542877636
1,6,FC6,0.9203953347614853,0.006383701492136716,948.2754419628806,291.1463209488362,0.3070271653836975,-5.128231969843871
1,6,C5,0.923209637963473,0.006960098460716985,1403.5269090884894,264.83510616979294,0.18869257472362122,-7.242451895012375
1,6,C3,0.9575787829652371,0.0054219539636437206,1643.3949061551414,235.72221365324862,0.1434361350217035,-8.433414256304895
1,6,C1,0.9594858210532428,0.005500349489548761,1735.6872124573385,240.8592872855694,0.13876883205503796,-8.57708066925245
1,6,Cz,0.8921994538135996,0.008162573860545702,1782.5930196997624,311.91218613406386,0.17497666752145055,-7.570198589837792
1,6,C2,0.8585924800119968,0.008513686953259459,1597.1365125720831,281.1723961405874,0.17604781678165868,-7.54369356368052
1,6,C4,0.8778353978144056,0.007606635933277,1279.1872126142239,216.97358904952915,0.16961832240810856,-7.705272364487578
1,6,C6,0.9096026791097934,0.006610131228326614,856.5675608872855,257.08660573212114,0.3001358182019116,-5.226821727884108
1,6,CP5,0.8997849904981449,0.007085913800198126,1480.4969858193767,273.20506286987296,0.18453604802083973,-7.339187843703169
1,6,CP3,0.9025771845122389,0.007087153382386766,1626.9772684391141,249.0956593098535,0.1531033433238009,-8.150153254923055
1,6,CP1,0.900261293131367,0.007279365982383713,1702.3093591781178,259.50752084558553,0.152444395283638,-8.168885381213862
1,6,CPz,0.8084272094588324,0.009780831387278264,1695.576089796068,301.2747551438286,0.17768282824751547,-7.503545415683524
1,6,CP2,0.7799749012506868,0.010206517761637446,1525.598067561276,254.07167340656665,0.1665390634721434,-7.7848388191396385
1,6,CP4,0.7605816203237288,0.010493714971328543,1391.367375212551,254.1729983437717,0.18267856704987293,-7.383124037038251
1,6,CP6,0.7089525915954045,0.011285821379888037,999.5815576570646,262.13111711211906,0.2622408497877176,-5.812996564462479
1,6,Fp1,0.7393911413927287,0.020859815681588043,3484.6185785527446,1804.4147341887583,0.5178227382746091,-2.8581888304295227
1,6,Fpz,0.7532283587168319,0.017359439404390577,2710.1183347922306,1253.2002960233642,0.4624153417712072,-3.3496776555628065
1,6,Fp2,0.7428555935968343,0.01875141088991066,2883.8627384172773,1434.7895203495634,0.4975235129037401,-3.0318638972620287
1,6,AF7,0.7634038597728792,0.01717725690732829,3028.3030965796274,1421.0536756929423,0.4692574126077332,-3.2858885833536733
1,6,AF3,0.7824875117014198,0.016434968559642528,2876.1510561947644,1289.2986760837182,0.4482722398417765,-3.484581548589998
1,6,AFz,0.8738490579205354,0.009941872897762903,1859.1582592588825,491.7613115963218,0.2645075044834284,-5.775620018537163
1,6,AF4,0.8163066501019416,0.011393791604130767,1756.3600411123373,568.3880349026635,0.3236170384192368,-4.899686208772721
1,6,AF8,0.7372670090784326,0.015903655414356965,2285.415288150728,1155.2238486903689,0.5054765559151976,-2.962989822545277
1,6,F7,0.8768055064268702,0.009903896068847465,1760.5776812679794,600.4574847345797,0.3410570809361427,-4.671729293330387
1,6,F5,0.8641939886166197,0.012167092101253508,1986.3051236353092,629.652180130337,0.316996705409467,-4.989452514413146
1,6,F3,0.9198792052519996,0.00860419244139703,1657.1000700857771,300.59551650136905,0.1813985298339944,-7.413662370530517
1,6,F1,0.9248545254427732,0.007809206478457753,1824.8698411761095,385.03671812146274,0.21099407170503218,-6.7572974689169545
1,6,Fz,0.9038581965527441,0.008206032778914386,1816.0997000026641,399.398903868233,0.21992124323771822,-6.577328180456603
1,6,F2,0.8916375241374199,0.008142467338591305,1638.2920493250351,346.7808272051456,0.2116721663564301,-6.743362453935738
1,6,F4,0.8938777737962019,0.007888912402512856,1548.357922269249,299.22587040114746,0.19325368256107525,-7.138722215973932
1,6,F6,0.8930558371017792,0.008282895226218313,1279.808975989962,433.8718155140075,0.3390129493180008,-4.697837126820389
1,6,F8,0.770966893017637,0.011772517274044422,968.9006433392715,683.3062677956336,0.7052387388666087,-1.5166383985836447
1,6,FT7,0.9196328469756265,0.007268067798667547,1355.0607033208753,351.80319240179557,0.2596217214030517,-5.856589748499253
1,6,FT8,0.8480584383706199,0.008690483784363273,598.7871465784639,443.3556397511309,0.7404227734087383,-1.3052023198606066
1,6,T7,0.9049167934663457,0.007884611670387473,1247.1851177638732,337.96991809527157,0.27098616980070367,-5.670528734521914
1,6,T8,0.8311754012988998,0.009270056948917676,702.6506164590664,539.7634022760899,0.768181781432386,-1.1453599698496297
1,6,T9,0.8390345687654787,0.00939963565653966,1122.4184596966115,539.8541013082403,0.48097400452070455,-3.178783955561001
1,6,T10,0.7082789384167331,0.011728969678140922,361.75310291768045,800.3213110906327,2.2123412477618793,3.44852116570036
1,6,TP7,0.8966458544851462,0.007976139663614434,1281.2132190438306,373.45052687840627,0.29148194955177903,-5.353883343964956
1,6,TP8,0.8310524267314067,0.009026957315308379,633.9883034085941,394.29316882556867,0.6219249893186969,-2.062619926233971
1,6,P7,0.8841102507381977,0.008441465074683898,1487.7615577017561,464.77316628767466,0.3123976176704287,-5.052922866914464
1,6,P5,0.9082827982672739,0.007413892441234555,1587.8681551500163,376.23696605816315,0.23694471410481657,-6.253529753406765
1,6,P3,0.9098775167032094,0.0073707399740991905,1645.3018658419983,362.0296308641061,0.22003842479011237,-6.57501472736136
1,6,P1,0.9016941420969843,0.007869959742960796,1737.808027366589,406.59211530229686,0.2339683721673399,-6.308428465281431
1,6,Pz,0.907348397948121,0.00750810067105385,1733.2632937772867,397.34649059379456,0.22924762326666515,-6.396951581989356
1,6,P2,0.8999020319710817,0.007840532657122215,1609.3719741718933,409.43864785986267,0.25440895854455303,-5.944675998712516
1,6,P4,0.9017580656268085,0.007432950564507996,1436.3941864541143,369.2910847553636,0.25709591993476133,-5.899048154764671
1,6,P6,0.8924508373839722,0.007510050219273799,1176.270600163708,366.45463282802484,0.31153939644247114,-5.064870258083256
1,6,P8,0.8588275435707808,0.00856072511727496,930.364728039572,422.74854820744423,0.4543901283728193,-3.4257111224373937
1,6,PO7,0.8434607269428865,0.010021196189126795,1677.4595902532394,619.4428155975295,0.36927435939247555,-4.326508465893449
1,6,PO3,0.8633851114248583,0.009455408721776835,1721.3401983575538,559.2480827955542,0.324891083894497,-4.88262206994669
1,6,POz,0.857056545045681,0.009912194522101535,1784.7835918494827,597.8605251847328,0.3349764800141397,-4.7498568537709005
1,6,PO4,0.8527816112499765,0.009701519933566235,1547.285537360026,582.175779001454,0.37625620155072387,-4.2451633318663795
1,6,PO8,0.7932955635719472,0.011160566977430333,1496.804465793542,785.5629555626825,0.5248267048336274,-2.799840748008142
1,6,O1,0.8175237590587383,0.010823065375040245,1819.4538159474173,737.4402537050289,0.40530858614898807,-3.9221419596808014
1,6,Oz,0.821003266887983,0.010763159192511437,1769.2394059364692,731.8534176887737,0.4136542602618548,-3.8336249847624786
1,6,O2,0.7706496578017706,0.012723687433510945,1876.5991470989693,1011.3990932642675,0.5389531881796852,-2.6844895466137024
1,6,Iz,0.7338524842020944,0.012941178195904795,1561.231872609857,807.1455750748386,0.5169927601628843,-2.8651553861461565
1,10,FC5,0.8780860392909974,0.010190662129584072,1530.1544073995206,337.6942153426178,0.22069290112788364,-6.562116362564314
1,10,FC3,0.9314433826054054,0.007900984426954798,1696.9027232436774,290.11201714197773,0.17096561468616212,-7.670912279334983
1,10,FC1,0.9208303153276802,0.008411216683882441,1730.0189183716438,304.8860304395443,0.17623277248697028,-7.539133264189671
1,10,FCz,0.8823995098884214,0.010155684468725747,1703.700201099617,375.2561862114013,0.22025951864606236,-6.570653142160988
1,10,FC2,0.8788586166827583,0.009496555692630502,1589.0170337765512,303.4618523631599,0.1909745747922756,-7.19024448262314
1,10,FC4,0.908722328012068,0.007222610782027733,1296.0914109477947,245.15068460777744,0.1891461377932485,-7.232025222126589
1,10,FC6,0.8343760183817613,0.008994687430151044,922.0755399581893,304.5865823324267,0.3303271468910648,-4.810557337244939
1,10,C5,0.8569981566715412,0.010609318722371346,1392.0070013469012,283.6694770367395,0.20378451887257887,-6.9082881161314
1,10,C3,0.9356408027404575,0.006891388101457601,1556.292921173489,222.05475032480686,0.14268184819434332,-8.456312737701412
1,10,C1,0.9307534541158122,0.007276405836044849,1600.2875466140642,234.78707334987033,0.14671555361824803,-8.335238432629321
1,10,Cz,0.890635692495963,0.009749464102974639,1677.819879536958,336.90026464499124,0.2007964435002215,-6.972439836679908
1,10,C2,0.8596038291967998,0.009860850627766015,1467.4946734040477,268.6193056803818,0.18304618786607507,-7.374393113384046
1,10,C4,0.9102496291599589,0.006734752350667012,1155.4669303631467,205.6146649459221,0.17794941555038737,-7.497034340364125
1,10,C6,0.8480343558035146,0.008437425820548957,797.3862374254451,278.98165943730004,0.34987017124607017,-4.560930824254818
1,10,CP5,0.8914610417080298,0.008069164342922408,1451.0342644667294,291.8285661892857,0.2011176257760776,-6.965498665397528
1,10,CP3,0.9177160049906109,0.007198508655878853,1523.7047958164724,240.44739060419158,0.15780444562776913,-8.01880766117646
1,10,CP1,0.9180199163027911,0.0075379912740846525,1578.3804891179927,255.65242268224594,0.16197135256347844,-7.905617911597003
1,10,CPz,0.8984418579390111,0.00839459565940133,1570.4969654632112,305.9658547136821,0.1948210416461638,-7.103641389496421
1,10,CP2,0.9072598321562704,0.007383136012759776,1393.6455498347846,243.72148306888636,0.17488053766452977,-7.572585201680489
1,10,CP4,0.9007313073681635,0.007303628137996351,1243.3978365845126,238.15941439463606,0.1915391899416809,-7.177423536321187
1,10,CP6,0.8593423740864543,0.008211249819187617,905.45106921844,260.86572753403874,0.2881058252647608,-5.404479605506699
1,10,Fp1,0.7469851728715209,0.02648216105365575,3880.2474733162658,2000.0304996858606,0.5154389026575483,-2.87822806250952
1,10,Fpz,0.7531908279602744,0.022015692530035793,3043.1445773598034,1461.0932297510515,0.48012613026052114,-3.186446574569061
1,10,Fp2,0.7328721432632506,0.024407022280118335,3320.765534360666,1736.0246688229813,0.5227784529982515,-2.816823207410804
1,10,AF7,0.788560200651983,0.021640141514650206,3264.5362348098342,1459.9940929577672,0.4472286376820733,-3.4947039477035586
1,10,AF3,0.7988468852387358,0.020554262930512372,3073.356779053994,1316.3679459699226,0.42831602075666336,-3.6823568092425814
1,10,AFz,0.8869452491378245,0.011539936859371476,1943.639186482601,533.7991709642116,0.2746390249160528,-5.6123775150747885
1,10,AF4,0.8458504458342462,0.012780875778097922,1910.714712374889,655.4388606916615,0.34303334581906025,-4.64663660711439
1,10,AF8,0.6978468718862667,0.020483584988075468,2627.8382797429804,1383.6255580097743,0.5265261445788444,-2.785800591139791
1,10,F7,0.8218615507275312,0.013064617475406985,1808.9642615370185,596.3890005844482,0.3296853416428005,-4.819003618807046
1,10,F5,0.8081409739006586,0.015850945896465473,2179.8204655208983,657.4348061812768,0.30160043754987576,-5.20568032744708
1,10,F3,0.9134417817222223,0.009368869817541226,1711.8763669272134,324.19413716566453,0.18937941046968657,-7.226672397227664
1,10,F1,0.9123625296613689,0.00996189252533828,1875.386075199292,411.74643525334676,0.21955289137442893,-6.584608391349014
