subject,run,prominence_threshold_db,peak_frequency_hz,peak_prominence_db,valid,invalid_reason,peak_quality,rest_epoch_count,estimator
2,6,0.5,12.0,6.323039750810125,True,,well_defined_interior,15,v1_0_exact_single_run_rest
2,6,1.0,12.0,6.323039750810125,True,,well_defined_interior,15,v1_0_exact_single_run_rest
2,6,1.5,12.0,6.323039750810125,True,,well_defined_interior,15,v1_0_exact_single_run_rest
2,10,0.5,12.0,4.312241604870437,True,,well_defined_interior,15,v1_0_exact_single_run_rest
2,10,1.0,12.0,4.312241604870437,True,,well_defined_interior,15,v1_0_exact_single_run_rest
2,10,1.5,12.0,4.312241604870437,True,,well_defined_interior,15,v1_0_exact_single_run_rest
2,14,0.5,11.25,5.866266331821194,True,,well_defined_interior,15,v1_0_exact_single_run_rest
2,14,1.0,11.25,5.866266331821194,True,,well_defined_interior,15,v1_0_exact_single_run_rest
2,14,1.5,11.25,5.866266331821194,True,,well_defined_interior,15,v1_0_exact_single_run_rest
3,6,0.5,10.25,2.0864401021337926,True,,well_defined_interior,15,v1_0_exact_single_run_rest
3,6,1.0,10.25,2.0864401021337926,True,,well_defined_interior,15,v1_0_exact_single_run_rest
3,6,1.5,10.25,2.0864401021337926,True,,well_defined_interior,15,v1_0_exact_single_run_rest
3,10,0.5,9.75,1.6962206750689006,True,,well_defined_interior,15,v1_0_exact_single_run_rest
3,10,1.0,9.75,1.6962206750689006,True,,well_defined_interior,15,v1_0_exact_single_run_rest
3,10,1.5,9.75,1.6962206750689006,True,,well_defined_interior,15,v1_0_exact_single_run_rest
3,14,0.5,11.0,2.1546505571418777,True,,well_defined_interior,15,v1_0_exact_single_run_rest
3,14,1.0,11.0,2.1546505571418777,True,,well_defined_interior,15,v1_0_exact_single_run_rest
3,14,1.5,11.0,2.1546505571418777,True,,well_defined_interior,15,v1_0_exact_single_run_rest
4,6,0.5,11.75,3.361340614113388,True,,well_defined_interior,15,v1_0_exact_single_run_rest
4,6,1.0,11.75,3.361340614113388,True,,well_defined_interior,15,v1_0_exact_single_run_rest
4,6,1.5,11.75,3.361340614113388,True,,well_defined_interior,15,v1_0_exact_single_run_rest
4,10,0.5,11.5,2.0944070822140617,True,,well_defined_interior,15,v1_0_exact_single_run_rest
4,10,1.0,11.5,2.0944070822140617,True,,well_defined_interior,15,v1_0_exact_single_run_rest
4,10,1.5,11.5,2.0944070822140617,True,,well_defined_interior,15,v1_0_exact_single_run_rest
4,14,0.5,11.25,3.720170308407603,True,,well_defined_interior,15,v1_0_exact_single_run_rest
4,14,1.0,11.25,3.720170308407603,True,,well_defined_interior,15,v1_0_exact_single_run_rest
4,14,1.5,11.25,3.720170308407603,True,,well_defined_interior,15,v1_0_exact_single_run_rest
5,6,0.5,7.75,1.7996328265633679,True,,well_defined_interior,15,v1_0_exact_single_run_rest
5,6,1.0,7.75,1.7996328265633679,True,,well_defined_interior,15,v1_0_exact_single_run_rest
5,6,1.5,7.75,1.7996328265633679,True,,well_defined_interior,15,v1_0_exact_single_run_rest
5,10,0.5,10.5,2.359270533561272,True,,well_defined_interior,15,v1_0_exact_single_run_rest
5,10,1.0,10.5,2.359270533561272,True,,well_defined_interior,15,v1_0_exact_single_run_rest
5,10,1.5,10.5,2.359270533561272,True,,well_defined_interior,15,v1_0_exact_single_run_rest
5,14,0.5,12.0,1.8468202017019024,True,,well_defined_interior,15,v1_0_exact_single_run_rest
5,14,1.0,12.0,1.8468202017019024,True,,well_defined_interior,15,v1_0_exact_single_run_rest
5,14,1.5,12.0,1.8468202017019024,True,,well_defined_interior,15,v1_0_exact_single_run_rest
6,6,0.5,8.0,2.2798055368624404,True,,well_defined_interior,15,v1_0_exact_single_run_rest
6,6,1.0,8.0,2.2798055368624404,True,,well_defined_interior,15,v1_0_exact_single_run_rest
6,6,1.5,8.0,2.2798055368624404,True,,well_defined_interior,15,v1_0_exact_single_run_rest
6,10,0.5,12.25,1.9000837847325727,True,,well_defined_interior,15,v1_0_exact_single_run_rest
6,10,1.0,12.25,1.9000837847325727,True,,well_defined_interior,15,v1_0_exact_single_run_rest
6,10,1.5,12.25,1.9000837847325727,True,,well_defined_interior,15,v1_0_exact_single_run_rest
6,14,0.5,9.25,2.626834956661824,True,,well_defined_interior,15,v1_0_exact_single_run_rest
6,14,1.0,9.25,2.626834956661824,True,,well_defined_interior,15,v1_0_exact_single_run_rest
6,14,1.5,9.25,2.626834956661824,True,,well_defined_interior,15,v1_0_exact_single_run_rest
7,6,0.5,9.75,5.898910376084245,True,,well_defined_interior,15,v1_0_exact_single_run_rest
7,6,1.0,9.75,5.898910376084245,True,,well_defined_interior,15,v1_0_exact_single_run_rest
7,6,1.5,9.75,5.898910376084245,True,,well_defined_interior,15,v1_0_exact_single_run_rest
7,10,0.5,12.25,4.8988615909723165,True,,well_defined_interior,15,v1_0_exact_single_run_rest
7,10,1.0,12.25,4.8988615909723165,True,,well_defined_interior,15,v1_0_exact_single_run_rest
7,10,1.5,12.25,4.8988615909723165,True,,well_defined_interior,15,v1_0_exact_single_run_rest
7,14,0.5,11.25,6.405259515656155,True,,well_defined_interior,15,v1_0_exact_single_run_rest
7,14,1.0,11.25,6.405259515656155,True,,well_defined_interior,15,v1_0_exact_single_run_rest
7,14,1.5,11.25,6.405259515656155,True,,well_defined_interior,15,v1_0_exact_single_run_rest
8,6,0.5,10.5,2.7345344313872886,True,,well_defined_interior,15,v1_0_exact_single_run_rest
8,6,1.0,10.5,2.7345344313872886,True,,well_defined_interior,15,v1_0_exact_single_run_rest
8,6,1.5,10.5,2.7345344313872886,True,,well_defined_interior,15,v1_0_exact_single_run_rest
8,10,0.5,10.75,6.587688834408482,True,,well_defined_interior,15,v1_0_exact_single_run_rest
8,10,1.0,10.75,6.587688834408482,True,,well_defined_interior,15,v1_0_exact_single_run_rest
8,10,1.5,10.75,6.587688834408482,True,,well_defined_interior,15,v1_0_exact_single_run_rest
8,14,0.5,10.5,7.128856217690895,True,,well_defined_interior,15,v1_0_exact_single_run_rest
8,14,1.0,10.5,7.128856217690895,True,,well_defined_interior,15,v1_0_exact_single_run_rest
8,14,1.5,10.5,7.128856217690895,True,,well_defined_interior,15,v1_0_exact_single_run_rest
9,6,0.5,9.25,3.5790261709916393,True,,well_defined_interior,15,v1_0_exact_single_run_rest
9,6,1.0,9.25,3.5790261709916393,True,,well_defined_interior,15,v1_0_exact_single_run_rest
